slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
foresta-algairen-calatorao,Foresta Algairén,Calatorao,Setas,"trufa negra de invierno, trufa de verano y otoño; vegetales y aromáticas en miniatura","Calle Cristóbal Colón, 50280 Calatorao, Zaragoza","Empresa de Calatorao especializada en truficultura y cultivo propio en miniatura; organiza salidas a plantaciones, caza con perro, cursos de cocina y comidas temáticas.",Consultar temporada,+34699436177,info@forestaalgairen.com,,https://www.facebook.com/forestaalgairen/,,https://www.google.com/maps/search/?api=1&query=Foresta%20Algair%C3%A9n%2C%20C.%20Crist%C3%B3bal%20Col%C3%B3n%2C%2050280%20Calatorao%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJJ5I7ugTeWw0RCVgjo3phkCY,41.519789,-1.3482074,/productores/es/aragon/zaragoza/foresta-algairen-calatorao.webp,parcial,no comprobado,,,5945,es,,,,,
turmeon-vermut-de-bodegas-jaime-morata-de-jalon,Turmeon Vermut de Bodegas Jaime,Morata de Jalón,Vermut,vermut premium,"C/ Estación, 3, Morata de Jalón","Bodega abierta en 1846 en Morata de Jalón, especializada en vermuts premium y visitas con cata.",Consultar visitas,+34976605138,info@turmeon.com,https://www.turmeon.com/,,https://www.instagram.com/turmeon_vermut,https://www.google.com/maps/search/?api=1&query=Bodegas%20Jaime%2C%20C.%20Estaci%C3%B3n%2C%203%2C%2050260%20Morata%20de%20Jal%C3%B3n%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJxQoROFPsWw0RyDu9h12YKzo,41.4752993,-1.4791113,/productores/es/aragon/zaragoza/turmeon-vermut-de-bodegas-jaime-morata-de-jalon.webp,verificado,sí,ecommerce,,11968,es,,,,,
quesos-galindo-andres-arandiga,Quesos Galindo Andrés,Arándiga,Lácteos y quesos,"queso semicurado, curado y añejo; crema de oveja natural y con trufa","C/ Arrabal, 19, 50266 Arándiga, Zaragoza",Quesería familiar fundada en 2000 que transforma leche cruda de su propio rebaño de ovejas de Arándiga en quesos artesanos y cremas.,,+34976818097,info@quesosgalindo.com,https://www.quesosgalindo.com/,,https://www.instagram.com/quesosgalindo,https://www.google.com/maps/search/?api=1&query=Quesos%20Galindo%20Andr%C3%A9s%2C%20Serrania%20del%20Moncayo%2C%20C.%20del%20Arrabal%2C%2019%2C%2050266%20Ar%C3%A1ndiga%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJIxDHJKDsWw0R7NrT_ZgAI9g,41.5099065,-1.5020854,/productores/es/aragon/zaragoza/quesos-galindo-andres-arandiga.webp,verificado,no comprobado,,,10839,es,,,,,
ajos-de-arandiga-arandiga,Ajo de Arándiga,Arándiga,Condimentos,"ajo morado; melocotón, cereza, pera y manzana de temporada","Carretera Morata-Cálcena, 50266 Arándiga, Zaragoza","Gema y Emilio producen ajo morado y fruta estacional, con venta principalmente mayorista y puntos presenciales en Arándiga y el mercado dominical de San Bruno en Zaragoza.",Consultar venta directa,+34606521006,gemagarza0@gmail.com,,,,https://www.google.com/maps/search/?api=1&query=Ajos%20de%20Arandiga%2C%20C.%20del%20Arrabal%2C%2084%2C%2050266%20Ar%C3%A1ndiga%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJNXaCVwDtWw0R-MlTjc7cmYw,41.5088394,-1.4981465,,parcial,no,,,535,es,,,,,
carnicas-gonzalez-romero-ariza,González y Romero Agrocarne,Ariza,Carne,"Embutidos, elaborados y adobados","Plaza del Hortal, 21, 50220 Ariza, Zaragoza",Empresa cárnica de Ariza con fábrica de embutidos y elaborados propios.,,+34976845082,admin@gonzalezromerosl.es,https://www.gonzalezromerosl.es/,,,https://www.google.com/maps/search/?api=1&query=Gonzalez%20y%20Romero%20Agrocarne%2C%20Pl.%20del%20Hortal%2C%2021%2C%20BAJO%2C%2050220%20Ariza%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJBY-nS85jWw0R6xDKzL4noMQ,41.3102406,-2.0555823,/productores/es/aragon/zaragoza/carnicas-gonzalez-romero-ariza.webp,verificado,sí,ecommerce,,6499,es,,,,,
olivaria-zaragoza,Finca Olivaria,Zaragoza,Aceite,"AOVE ecológico, almendra y experiencias de oleoturismo","Paseo del Canal Imperial, km 96, 50720 La Cartuja Baja, Zaragoza","Finca de Agroindustrial Ayerbe con 55 hectáreas de olivar ecológico en La Cartuja Baja; produce AOVE y ofrece rutas, catas y restauración de proximidad.",Consultar visitas,+34976500864,christian@agroayerbe.com,,,,https://www.google.com/maps/search/?api=1&query=Finca%20Olivaria%2C%20Paseo%20del%20Canal%20Imperial%2C%20km%2096%2C%2050720%20La%20Cartuja%20Baja%2C%20Zaragoza&query_place_id=ChIJHcx1JVw9WQ0Re-tuSVl5mrc,41.5748378,-0.8095329,,parcial,no comprobado,,,5870,es,,,,,
finca-la-corona-fuentes-de-ebro,Finca La Corona,Fuentes de Ebro,Fruta y verdura,Cebolla Fuentes de Ebro DOP,"Ctra. N-232, km 206,300, 50740 Fuentes de Ebro, Zaragoza",Productor familiar que selecciona su propia semilla y cultiva Cebolla Fuentes de Ebro con Denominación de Origen Protegida.,,+34629435654,info@fincalacorona.es,https://www.fincalacorona.es/,,https://www.instagram.com/fincalacorona,https://www.google.com/maps/search/?api=1&query=Finca%20La%20Corona%2C%20n%20carretera%20nacional%20232%2C%20Kilometro%20206%2C%2050740%20Fuentes%20de%20Ebro%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJbY_tJ5vZWA0RGDyYjtedyY4,41.4951716,-0.5860544,/productores/es/aragon/zaragoza/finca-la-corona-fuentes-de-ebro.webp,verificado,sí,ecommerce,,5842,es,,,,,
carniceria-lapena-fuentes-de-ebro,Carnicería Lapeña,Fuentes de Ebro,Carne,"Longaniza, chorizo y elaborados frescos","C/ Morería, 8, 50740 Fuentes de Ebro, Zaragoza",Negocio familiar de Fuentes de Ebro con elaborados cárnicos frescos.,,+34696918439,,,,,https://www.google.com/maps/search/?api=1&query=Carnicer%C3%ADa%20Lape%C3%B1a%2C%20C.%20Morer%C3%ADa%2C%208%2C%2050740%20Fuentes%20de%20Ebro%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJ-SxUaqknWQ0RwHRg0p5JFb8,41.5114578,-0.6306116,,parcial,no,,,3243,es,,,,,
la-mar-de-sabor-caspe,La Mar de Sabor,Caspe,Conservas,tomate seco de Caspe,"Calle La Perca, 5, buzón 39, 50700 Caspe, Zaragoza","Proyecto de Caspe que transforma tomate local en producto seco, polvo, patés y salsas.",Consultar visitas,+34722834012,ola@lamardesabor.com,https://lamardesabor.com/,,https://www.instagram.com/lamardesabor,https://www.google.com/maps/search/?api=1&query=La%20Mar%20De%20Sabor%2C%20C%2F%20La%20Perca%205%2C%20buz%C3%B3n%2039%2C%2050700%20Caspe%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJb18_1VVTXw0RFFDu_RS9PXA,41.2730364,-0.0903022,/productores/es/aragon/zaragoza/la-mar-de-sabor-caspe.webp,verificado,sí,ecommerce,,7747,es,,,,,
cierzo-brewing-caspe,Cierzo Brewing Co.,Caspe,Cerveza,cerveza artesana,"Polígono Industrial El Castillo, Calle F, 11 A, Caspe","Marca de cerveza artesana con fábrica en Caspe, elaborada con recetas propias y enfoque local.",Consultar web,+34657339732,info@cierzobrewing.com,https://cierzobrewing.com/,,https://www.instagram.com/cierzobrewing,https://www.google.com/maps/search/?api=1&query=Cierzo%20Brewing%20Co.%2C%20Pol%C3%ADgono%20Industrial%20El%20Castillo%2C%20Calle%20F%2C%2011%2C%20A%2C%2050700%20Caspe%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJN3Q3v99VXw0Rh23o3nzgouU,41.2293816,-0.032305,/productores/es/aragon/zaragoza/cierzo-brewing-caspe.webp,verificado,sí,ecommerce,,4056,es,,,,,
de-molina-artesania-alimentaria-caspe,M de Molina,Caspe,Conservas,"aceitunas, encurtidos, patés y conservas","Calle Alcañiz, 15, 50700 Caspe, Zaragoza","Elaborador artesano que transforma materias primas cultivadas en sus fincas de Caspe en aceitunas, encurtidos, patés y otras conservas.",Consultar visitas,+34660034891,contacto@mdemolina.com,https://mdemolina.com/,,https://www.instagram.com/demolina.caspe,https://www.google.com/maps/search/?api=1&query=Conservas%20vegetales%20DeMolina%2C%20C.%20Alca%C3%B1iz%2C%2015%2C%2050700%20Caspe%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJv8S8RDNVXw0R-4hRCxuRTCs,41.2364012,-0.0437017,/productores/es/aragon/zaragoza/de-molina-artesania-alimentaria-caspe.webp,verificado,sí,ecommerce,,8259,es,,,,,
jalea-de-luz-monegrillo,Jalea de Luz,Monegrillo,Miel,"miel cruda, propóleo, polen y cosmética natural","Calle Rey Católico, s/n, 50164 Monegrillo, Zaragoza",Empresa familiar apícola con base y centro de producción y envasado en Monegrillo.,,+34618629915,,https://jaleadeluz.com/,,https://www.instagram.com/jaleadeluz,https://www.google.com/maps/search/?api=1&query=Jalea%20de%20Luz%2C%20Calle%20Rey%20Cat%C3%B3lico%2C%20s%2Fn%2C%2050164%20Monegrillo%2C%20Zaragoza&query_place_id=ChIJsW6k6FXoWA0RkEAAazOQo9M,41.6355688,-0.414944,/productores/es/aragon/zaragoza/jalea-de-luz-monegrillo.webp,verificado,sí,ecommerce,,7189,es,,,,,
ecomonegros-lecinena,Ecomonegros,Leciñena,Pan y cereal,"pan, harina y repostería ecológica","C/ Almendro, 17, Leciñena","Panadería y molino ecológico de Leciñena que transforma trigos antiguos en harina, pan y repostería.",,+34976166160,contacto@ecomonegros.com,https://ecomonegros.com/,,https://www.instagram.com/ecomonegros,https://www.google.com/maps/search/?api=1&query=ECOMONEGROS%20Leci%C3%B1ena%2C%20C.%20Almendro%2C%2017%2C%2050160%20Leci%C3%B1ena%2C%20Zaragoza%2C%20Espa%C3%B1a&query_place_id=ChIJkQoalIkCWQ0RKv-7XQhfSXY,41.7973058,-0.6147476,/productores/es/aragon/zaragoza/ecomonegros-lecinena.webp,verificado,sí,ecommerce|whatsapp,,5051,es,,,,,
