slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
brasserie-de-cambron,Brasserie de Cambron,Brugelette,Cerveza,Cambron Blonde|Cambron Brune|Cambron Cerise,"Le Domaine 1, 7940 Cambron-Casteau","Microbrasserie du domaine de Cambron à Pairi Daiza, où une blonde, une brune et une bière à la cerise sont brassées sur place selon des méthodes artisanales.",,,,https://www.pairidaiza.eu/fr/preparer-votre-visite/points-de-restauration/la-brasserie/,,,,50.600000,3.850000,,,no,,,125,fr,,,,,
domaine-de-graux,Domaine de Graux,Tournai,Carne,"Carne ecológica, hortalizas, huevos","Rue Crotière 36, 7530 Gaurain-Ramecroix",Granja agroecológica de 120 hectáreas con cultivos y cría de animales.,,+32472574450,info@domainedegraux.com,https://domainedegraux.com/,https://www.facebook.com/domainedegraux,https://www.instagram.com/domainedegraux/,,50.603200,3.510360,/productores/be/wallonie/hainaut/domaine-de-graux.webp,,no comprobado,,,325,es,,,,,
fraises-de-melles,Fraises de Melles,Tournai,Fruta y verdura,"Fresas, espárragos","Chaussée de Frasnes 512, 7540 Melles",Explotación agrícola especializada en fresas y espárragos de temporada.,,,fraises.demelles@gmail.com,,,,,50.640300,3.466480,,pendiente,no comprobado,,,364,es,,,,,
la-bergerie-de-leonie,La Bergerie de Léonie,Honnelles,Lácteos y quesos,"Queso de oveja, yogur, helado","Chaussée Brunehaut 28, 7387 Montignies-sur-Roc",Granja de ovejas lecheras que transforma su leche en quesos y otros lácteos.,,+32488146820,mattelincharlotte@gmail.com,,https://www.facebook.com/profile.php?id=100090892316745,,,50.366900,3.729740,,,no comprobado,,,438,es,,,,,
pierre-caprasse-apiculture,Pierre Caprasse Apiculture,Hensies,Miel,"Miel, productos de la colmena","Avenue Paul Pastur 3, 7350 Thulin",Apicultor con producción y venta directa de miel y otros productos de sus colmenas.,,,p.c.apiculture@gmail.com,,https://www.facebook.com/PierreCaprasseApiculture,,,50.427100,3.737790,,,no comprobado,,,506,es,,,,,
sirop-nature,Sirop Nature,Braine-le-Comte,Bebidas sin alcohol,Sirope de flor de saúco,"Chemin Sainte-Anne 5, 7090 Hennuyères",Elaborador artesanal de siropes naturales con flores locales de saúco.,,+32477664510,info@siropnature.be,https://www.siropnature.be,https://www.facebook.com/siropnature/,,,50.642300,4.173660,,,no comprobado,,,528,es,,,,,
ferme-de-rosiere,Ferme de Rosière,Tournai,Lácteos y quesos,Queso de leche cruda de vaca,"Rue Rosière 91, 7532 Béclers",Granja quesera que elabora quesos de pasta prensada con leche cruda.,,+3269546536,tetelain@skynet.be,,,,,50.625700,3.514300,,pendiente,no comprobado,,,346,es,,,,,
am-stram-gramme,Am Stram Gramme,Binche,Dulces y repostería,Pastelería personalizada,"Rue Vanquelefs 131, 7134 Épinois",Obrador de pastelería artesanal con elaboraciones personalizadas por encargo.,,+32491101036,asgramme@gmail.com,,https://www.facebook.com/asgramme/,https://www.instagram.com/amstramgramme/,,50.406100,4.204320,,,sí,marketplace,,19,es,,,,,
artisaglace,Artisaglace,Thuin,Helados,Helados artesanales,"Rue Pont de Bois 28, 6533 Biercée",Heladería artesanal certificada con elaboración estacional sin aromas ni colorantes.,,+32487445512,artisaglace@gmail.com,,https://www.facebook.com/artisaglace,https://www.instagram.com/artisaglace,,50.325200,4.254260,,,no comprobado,,,28,es,,,,,
au-bon-pain-d-aubain,Au Bon Pain d'Aubain,Frasnes-lez-Anvaing,Pan y cereal,"Pan, bollería, pastelería","Route de Grandmetz 12, 7911 Moustier",Panadería-pastelería artesanal con obrador propio en Moustier.,,+3269866802,aubain.motte@gmail.com,,https://www.facebook.com/people/Au-Bon-Pain-DAubain/100063493151685/,,,50.653200,3.620180,,,no comprobado,,,36,es,,,,,
au-petit-fournil,Au Petit Fournil,Mons,Pan y cereal,"Pan, tartas, pastelería","Rue Charles Perrin 1B, 7011 Ghlin",Panadería-pastelería familiar con elaboración diaria de productos frescos.,,+3265340246,info@aupetitfournil.be,https://www.aupetitfournil.be,https://www.facebook.com/people/Au-Petit-Fournil/100057562206253/,,,50.482400,3.913230,/productores/be/wallonie/hainaut/au-petit-fournil.webp,,no comprobado,,,42,es,,,,,
au-tout-chaud,Au Tout Chaud,Charleroi,Dulces y repostería,"Tartas, pastelería","Rue César de Paepe 87, 6040 Jumet",Pastelería artesanal con producción propia en Jumet.,,+32477235325,fabian54321@hotmail.com,,https://www.facebook.com/people/Patisserie-Au-tout-chaud/100031055933703/,,,50.436300,4.413400,,,no comprobado,,,46,es,,,,,
belpasta,Belpasta,Braine-le-Comte,Pan y cereal,Pasta seca,"Rue des Prés 4, 7090 Steenkerque",Proyecto de dos agricultores que transforma sus cereales en pasta belga.,,+32478242862,belpasta@belpasta.be,http://www.belpasta.be,https://www.facebook.com/Belpasta.be,,,50.658000,4.088960,/productores/be/wallonie/hainaut/belpasta.webp,,no comprobado,,,68,es,,,,,
boucherie-des-saveurs,Boucherie des Saveurs,Aiseau-Presles,Carne,"Charcutería, patés, terrinas","Rue Vandervelde 36, 6250 Roselies",Carnicería-charcutería familiar con numerosas elaboraciones propias.,,,boucheriedessaveurs@hotmail.com,,https://www.facebook.com/Boucheriedessaveurs,,,50.426900,4.573150,,,no comprobado,,,97,es,,,,,
boucherie-du-court-tournant,Boucherie du Court Tournant,Chièvres,Carne,"Charcutería, salazones, platos preparados","Rue de l'Église 52, 7950 Huissignies",Carnicería artesanal familiar que elabora charcutería y preparaciones propias.,,+3269688262,boucherieducourttournant@hotmail.com,,https://www.facebook.com/100063610422253/,,,50.567300,3.754010,,,sí,telefono,,98,es,,,,,
boucherie-fromagerie-decocq,Boucherie Fromagerie Decocq,Saint-Ghislain,Carne,"Carne, charcutería, preparaciones","Rue Defuisseaux 137, 7333 Tertre",Carnicería-charcutería familiar con productos frescos trabajados en su obrador.,,+3265641835,boucheriedecocq@gmail.com,https://www.boucheriefromageriedecocq.com/,https://www.facebook.com/boucheriefromageriedecocq,https://www.instagram.com/boucheriefromageriedecocq/,,50.465000,3.811130,/productores/be/wallonie/hainaut/boucherie-fromagerie-decocq.webp,,no comprobado,,,99,es,,,,,
boulangerie-bellomo-vincenzo,Boulangerie Bellomo Vincenzo,Binche,Pan y cereal,"Pan, bollería, pastelería","Avenue Léopold III 222, 7134 Péronnes-lez-Binche",Panadería-pastelería artesanal registrada y con control alimentario vigente.,,+3264338452,la.romance@hotmail.com,,,,,50.436500,4.152370,,pendiente,no comprobado,,,100,en,,,,,
urban-brewery,Urban Brewery,Charleroi,Cerveza,,"Rue de Roux 294, 6031 Marchienne-au-Pont","Brasserie active à Charleroi depuis 2025, avec des unités de production déclarées rue de Roux et rue de Brabant et du brassage à façon pour des marques locales.",,,,,,,,50.416670,4.444170,,pendiente,no comprobado,,,599,fr,,,,,
brasserie-de-l-abbaye-n-d-de-scourmont,Abbaye Notre-Dame de Scourmont – Chimay,Chimay,Cerveza,Chimay Rouge|Chimay Bleue|Chimay Triple|Chimay Dorée|Chimay Jaune,"Route du Rond-Point 294, 6464 Forges","Abbaye trappiste de Scourmont, à Forges, où les bières Chimay sont toujours brassées sous la supervision des moines; la gamme est vendue dans la boutique officielle.",,+3260210511,info@chimay.be,https://chimay.com/,,,,,,/productores/be/wallonie/hainaut/brasserie-de-l-abbaye-n-d-de-scourmont.webp,pendiente,sí,ecommerce,,131,fr,,,,,
brasserie-escaillonne,Brasserie Escaillonne,Chimay,Cerveza,La Paternel|L’Escaillonne 10|La Gratouille,"Rue Colas Jean 72/1, 6464 L'Escaillère","Brasserie familiale de L’Escaillère qui produit sur place La Paternel, L’Escaillonne 10 et des bières saisonnières aux fruits ou à l’ortie.",,+3260240473,brasserieescaillonne@gmail.com,https://www.brasserieescaillonne.be/,,,,49.948662,4.435770,/productores/be/wallonie/hainaut/brasserie-escaillonne.webp,,sí,ecommerce,,159,fr,,,,,
microbrasserie-la-poste,Microbrasserie La Poste,Comines-Warneton,Cerveza,La Warnave Dorée|La Poste Triple,"Rue Pierre De Simpel 11, 7784 Warneton","Microbrasserie intégrée au Musée de la Brasserie de Warneton, où des brassins peuvent être observés et dégustés lors des visites guidées.",,,,,,,,50.752023,2.950084,,pendiente,no,,,490,fr,,,,,
brasserie-zythologist,Brasserie Zythologist,Courcelles,Cerveza,Gipsy Rare,"Rue de la Station 30, 6181 Gouy-lez-Piéton",Microbrasserie de Gouy-lez-Piéton qui développe la gamme Gipsy Rare et vend ses bières et articles de marque dans son webshop.,,,brasseriezythologist@gmail.com,https://www.brasseriezythologist.com/,,,,50.490008,4.330037,/productores/be/wallonie/hainaut/brasserie-zythologist.webp,,sí,ecommerce,,189,fr,,,,,
brasserie-de-blaugies,Brasserie de Blaugies,Dour,Cerveza,Blonde de Blaugies|La Moneuse|Saison d’Épeautre,"Rue de la Frontière 435, 7370 Blaugies","Brasserie familiale fondée à Blaugies en 1988, qui produit huit bières artisanales non filtrées et refermentées en bouteille ou en fût.",,,,https://brasseriedeblaugies.com/,,,,50.358566,3.843051,,,no,,,122,fr,,,,,
brasserie-scassenes,Brasserie Scassenes,Écaussinnes,Cerveza,1830 Le Roi|1830 La Loi|1830 La Liberté,"Rue de Restaumont 118, 7190 Ecaussinnes d’Enghien","Brasserie d’Écaussinnes relancée sur un ancien site brassicole, où sont produites les bières 1830 Le Roi, La Loi et La Liberté.",,,,https://www.brasseriescassenes.be/,,,,50.566670,4.183330,/productores/be/wallonie/hainaut/brasserie-scassenes.webp,,no,,,183,fr,,,,,
biere-a-la-ferme,Bière à la Ferme,Enghien,Cerveza,La Tartine|Saison de Ferme|Triple Fourche,"Rue de Termuninck 4, 7850 Labliau","Coopérative brassicole et houblonnière d’Enghien qui produit à la ferme La Tartine, Saison de Ferme, Triple Fourche et des brassins saisonniers.",,,info@bierealaferme.be,https://balf.be/,,,,50.657168,3.978308,/productores/be/wallonie/hainaut/biere-a-la-ferme.webp,,no,,,75,fr,,,,,
brasserie-d-erquelinnes,Brasserie d’Erquelinnes – Angelus,Erquelinnes,Cerveza,Angelus Blonde|Angelus Brune|Angelus Triple,"Rue de Maubeuge 197, 6560 Erquelinnes",Brasserie artisanale d’Erquelinnes qui produit la gamme Angelus selon des méthodes de haute fermentation et de refermentation en bouteille.,,,,https://bierenaturelle.be/,,,,50.306976,4.106941,/productores/be/wallonie/hainaut/brasserie-d-erquelinnes.webp,,no,,,118,fr,,,,,
les-jardins-de-myrtille,Les Jardins de Myrtille,Fontaine-l'Évêque,Fruta y verdura,Tomates|Aubergines|Fraises|Asperges|Haricots,"Rue Émile Vandervelde 12, 6141 Forchies-la-Marche","Ferme maraîchère diversifiée à Forchies-la-Marche, cultivant en pleine terre des légumes, fraises, asperges et petits fruits vendus dans son magasin à la ferme.",,+32496600371,lesjardinsdemyrtille@gmail.com,https://sites.google.com/site/jardinsdemyrtille,,,,50.416670,4.316670,,pendiente,no,,,476,fr,,,,,
brasserie-des-3-f,Brasserie des 3 F,Frameries,Cerveza,La Forge|Dominicains Dubbel|Dominicains Tripel|Dominicains Quadrupel,"Avenue du Parc d'Aventures Scientifiques 5, 7080 Frameries","Brasserie de Frameries qui produit sur son site la gamme Dominicains et La Forge, avec une capacité consacrée aussi au brassage à façon.",,,,https://brasserie3f.be/,,,,50.408760,3.890570,/productores/be/wallonie/hainaut/brasserie-des-3-f.webp,,no,,,143,fr,,,,,
brasserie-artisanale-la-frasnoise,Brasserie Artisanale La Frasnoise,Frasnes-lez-Anvaing,Cerveza,Frasnoise Givrée|Frasnoise Rétro|Frasnoise Tijézu,"Rue Basse 5, 7911 Frasnes-lez-Buissenal",Brasserie artisanale de Frasnes-lez-Buissenal qui travaille par haute fermentation et refermentation en bouteille et propose la gamme La Frasnoise.,,+32495426038,lafrasnoise@hotmail.com,,,,,50.667132,3.620199,,pendiente,no,,,111,fr,,,,,
brasserie-des-ambrumes,Brasserie des Ambrumes,Tournai,Cerveza,La Cordoise|Saison des Ambrumes,"Rue de Monnel 5, 7500 Tournai","Microbrasserie du centre de Tournai qui brasse, fermente et embouteille sur place La Cordoise et la Saison des Ambrumes avec des ingrédients locaux.",,+32477952189,,,,,,,,,pendiente,no,,,144,fr,,,,,
brasserie-racines-carrees,Brasserie Racines Carrées,Jurbise,Cerveza,Ronde Saison|Rhizome|Triple du Prince|Ligne Noire,"Rue Basse 4a, 7050 Erbisoeul","Brasserie d’Erbisœul qui élabore notamment Ronde Saison, Rhizome, Triple du Prince et Ligne Noire dans des styles belges et houblonnés.",,,contact@racinescarrees.beer,https://sites.google.com/smartroots.be/racinescarrees,,,,50.515950,3.896640,,,no,,,178,fr,,,,,
la-brasserie-du-bois-des-prisonniers,La Brasserie du Bois des Prisonniers,Jurbise,Cerveza,Tu la Bois sans Soif|Fleur d’Orient|La Bar’AC,"Rue Basse 38, 7050 Erbisœul","Microbrasserie d’Erbisœul qui produit Tu la Bois sans Soif, Fleur d’Orient et La Bar’AC et accepte les commandes directes de bouteilles et coffrets.",,+32498712307,brass.du.bois.des.prisonniers@gmail.com,https://www.boisdesprisonniers.biz/,,,,,,,pendiente,sí,ecommerce|email|telefono,,439,fr,,,,,
brasserie-saint-feuillien,Brasserie Saint-Feuillien,Le Rœulx,Cerveza,St-Feuillien Blonde|St-Feuillien Grand Cru|Grisette BIO,"Rue d’Houdeng 220, 7070 Le Roeulx","Brasserie familiale du Rœulx fondée en 1873, qui produit les gammes St-Feuillien et Grisette sur son site moderne et les vend en ligne.",,,,https://st-feuillien.com/,,,,50.500000,4.100000,/productores/be/wallonie/hainaut/brasserie-saint-feuillien.webp,,sí,ecommerce,,179,fr,,,,,
ramene-ta-fraise,Ramène Ta Fraise,Lens,Fruta y verdura,Fraises|Asperges vertes|Courges|Melons,"Rue du Calvaire 79, 7870 Lens","Ferme familiale de Lens où Mathieu et Thomas Vercruysse cultivent des fraises, asperges vertes, courges et melons vendus directement au bord des champs.",,+32475505992,vercruyssedtmt@gmail.com,https://ramenetafraise.be/,,,,50.550000,3.900000,,,no,,,514,fr,,,,,
brasserie-des-arondes,Brasserie des Arondes,Les Bons Villers,Cerveza,Aronde Blonde|Aronde Spéciale|Aronde Dorée|Aronde de Noël,"Rue Gaston Boudin 18, 6210 Villers-Perwin","Brasserie de Villers-Perwin installée dans une ancienne ferme-brasserie, qui produit quatre bières Aronde non filtrées et refermentées en bouteille.",,+32499847568,brasseriedesarondes@gmail.com,,,,,50.524690,4.476934,,pendiente,no,,,145,fr,,,,,
brasserie-des-beaux-jours,Brasserie des Beaux Jours,Les Bons Villers,Cerveza,Turbulence|Auverre|Petit Ballot|Or du Temps,"Rue de Sart-Dames-Avelines 8a, 6210 Frasnes-lez-Gosselies","Microbrasserie d’Agricœur à Frasnes-lez-Gosselies qui produit des brassins de 500 litres, dont des IPA, saisons et bières au foin ou aux fruits.",,+32483027797,brasseriedesbeauxjours@gmail.com,https://www.beauxjours.be/,,,,50.537749,4.453616,/productores/be/wallonie/hainaut/brasserie-des-beaux-jours.webp,,sí,ecommerce,,146,fr,,,,,
les-jardins-du-bois-d-arnelle,Les Jardins du Bois d'Arnelle,Les Bons Villers,Fruta y verdura,Fraises|Asperges|Melons charentais|Patates douces|Tomates anciennes,"Chaussée de Bruxelles 492, 6210 Frasnes-lez-Gosselies","Exploitation maraîchère de Frasnes-lez-Gosselies cultivant fraises, asperges, melons, tomates anciennes et légumes de plein champ vendus en saison.",,+32475948621,patte.bernard@belgacom.net,,,,,50.536670,4.450000,,pendiente,no,,,477,fr,,,,,
brasserie-du-val-de-dendre,Brasserie du Val de Dendre,Lessines,Cerveza,La Brute,"Rue des Combattants 51, 7866 Ollignies","Microbrasserie d’Ollignies qui produit La Brute, une bière blonde de haute fermentation assemblée avec du vin pour apporter des notes fruitées.",,,,,,,,50.711700,3.830000,,pendiente,no,,,155,fr,,,,,
brasserie-a-vapeur,Brasserie à Vapeur,Leuze-en-Hainaut,Cerveza,Saison de Pipaix|Vapeur Cochonne|Vapeur en Folie,"Rue du Maréchal 1, 7904 Pipaix","Brasserie historique de Pipaix qui utilise encore son installation à vapeur pour élaborer Saison de Pipaix, Vapeur Cochonne et Vapeur en Folie.",,+32495259452,brasserie@vapeur.com,https://vapeur.com/,,,,50.584004,3.580206,/productores/be/wallonie/hainaut/brasserie-a-vapeur.webp,,no,,,109,fr,,,,,
brasserie-dubuisson-freres,Brasserie Dubuisson Frères,Leuze-en-Hainaut,Cerveza,Bush Caractère|Bush Triple|Cuvée des Trolls,"Chaussée de Mons 28, 7904 Pipaix","Brasserie familiale de Pipaix dont l’histoire remonte à 1769, productrice des gammes Bush et Cuvée des Trolls et dotée d’une boutique en ligne.",,,,https://www.dubuisson.com/,,,,50.576327,3.557472,/productores/be/wallonie/hainaut/brasserie-dubuisson-freres.webp,,sí,ecommerce,,156,fr,,,,,
brasserie-dupont,Brasserie Dupont,Leuze-en-Hainaut,Cerveza,Saison Dupont|Moinette|Avec les Bons Vœux,"Rue Basse 5, 7904 Tourpes","Brasserie familiale de Tourpes, foyer de la Saison Dupont, qui produit aussi la gamme Moinette et des bières biologiques sur son site historique.",,,,https://www.brasserie-dupont.com/,,,,50.572379,3.651011,,,no,,,157,fr,,,,,
ferme-bruneau,Ferme Bruneau,Leuze-en-Hainaut,Lácteos y quesos,Bleu de La Petite Justice|Fromages frais|Yaourts|Beurre,"Rue de la Justice 9, 7904 Pipaix","Ferme familiale de Pipaix qui transforme une partie de son lait en fromages, yaourts et beurre, dont le Bleu de La Petite Justice, et cultive des pommes de terre.",,+32477849161,lafermebruneau@gmail.com,,,,,50.571929,3.559265,,pendiente,no,,Fruta y verdura,335,fr,,,,,
le-frobelle-tout-court,Le FroBelle tout court,Manage,Lácteos y quesos,Le Vidiâle|Le Laumirac|Le P’tit FroBelle|L’ApéroBelle,"Rue Ry de Brabant 118, 7170 Manage","Microfromagerie de Bellecourt où Laurent Daumerie façonne et affine notamment Le Vidiâle, Le Laumirac, Le P’tit FroBelle et L’ApéroBelle.",,+32492762724,lefrobelletoutcourt@hotmail.com,,,,,50.488332,4.262620,,pendiente,no,,,464,fr,,,,,
brasserie-saint-lazare,Brasserie Saint-Lazare,Mons,Cerveza,BSL002|BSL004|BSL054 Scotch,"Chasse Cambier 4, 7000 Mons","Brasserie montoise qui développe ses bières sous des références BSL, accueille des visites et commercialise sa production dans sa boutique en ligne.",,,,https://www.saint-lazare.be/,,,,50.468944,3.956350,,,sí,ecommerce,,180,fr,,,,,
le-cours-du-malt,Le Cours du Malt,Mons,Cerveza,,"Rue de Bouzanton 26, 7000 Mons","Microbrasserie pilote de Mons qui produit ses propres bières et sert d’atelier pour la formation, les essais de recettes et les petits brassins accompagnés.",,+32470711650,infoweb@lecoursdumalt.be,https://www.lecoursdumalt.be/,,,,,,,pendiente,no,,,463,fr,,,,,
brasserie-kluiz,Brasserie Kluiz,Mont-de-l'Enclus,Cerveza,Kluiz Blonde|Kluiz Ambrée|Kluiz Triple,"Chemin du Fils 2, 7750 Anserœul","Brasserie située à Anserœul au pied du Mont-de-l’Enclus, où est produite la gamme Kluiz sous le nom inspiré du mot néerlandais pour ermite.",,+3269815890,,https://kluiz.be/,,,,,,,pendiente,no,,,166,fr,,,,,
jean-luc-leclercq,Ferme du Bois Delville – Jean-Luc Leclercq,Montigny-le-Tilleul,Fruta y verdura,Asperges vertes,6111 Landelies,"Ferme biologique de Landelies exploitée par Jean-Luc Leclercq, membre du groupement Asperges de Wallonie et productrice d’asperges vertes.",,,,,,,,50.380000,4.380000,,pendiente,no,,,406,fr,,,,,
la-ferme-du-clocher,La ferme du Clocher,Pecq,Lácteos y quesos,Fromages au lait de vache normande|Fromages de chèvre|Yaourts|Beurre,"Grand Rue 118, 7743 Obigies","Ferme d’Obigies qui transforme sur place le lait de ses vaches normandes et de ses chèvres en fromages, yaourts et beurre, avec formulaires de commande.",,,,https://lafermeduclocher.net/,,,,50.662024,3.365261,,,sí,ecommerce,,447,fr,,,,,
brasserie-caulier,Brasserie Caulier,Péruwelz,Cerveza,Bon Secours|Paix Dieu|Stuut,"Rue Sondeville 134, 7600 Peruwelz","Brasserie familiale de Péruwelz qui produit les gammes Bon Secours, Paix Dieu et Stuut et les expédie en Belgique et en France depuis son webshop.",,+3269362610,info@brasseriecaulier.com,https://www.brasseriecaulier.beer/,,,,50.502730,3.587880,,,sí,ecommerce,,114,fr,,,,,
les-brasseries-de-flobecq,Les Brasseries de Flobecq,Péruwelz,Cerveza,,"Rue de l'Europe 22, 7600 Péruwelz","Brasserie artisanale biologique établie à Péruwelz, qui présente et commercialise ses bières directement sur son site marchand.",,,,https://brasseriesdeflobecq.be/,,,,50.511144,3.617097,,,sí,ecommerce,,469,fr,,,,,
la-ferme-des-grands-pres,La Ferme des Grands-Prés,Pont-à-Celles,Fruta y verdura,Fraises|Asperges vertes|Courges,"Rue Neuve 46, 6238 Liberchies","Ferme maraîchère de Liberchies qui cultive fraises, asperges vertes et courges; les fraises et asperges sont vendues à la ferme pendant leur saison.",,+3271840145,fermedesgrandspres@gmail.com,https://fermedesgrandspres.com/,,,,50.510000,4.363330,,,no,,,446,fr,,,,,
brasserie-113,Brasserie 113,Mons,Cerveza,113 Ambrée|113 Blanche,"Rue d’Havré 113, 7000 Mons","Pico-brasserie artisanale située rue d’Havré à Mons, qui produit notamment la 113 Ambrée et la 113 Blanche et vend directement à la brasserie.",,+32477459637,brasserie113@gmail.com,https://brasserie113.be/,,,,,,,pendiente,no,,,108,fr,,,,,
deltakappa-brewery,Deltakappa Brewery,Quévy,Cerveza,"11,5|Antirouille|McAdam","Route de Mons-Maubeuge 4, 7041 Havay","Microbrasserie de Havay référencée pour les bières 11,5, Antirouille et McAdam, avec une petite production artisanale déclarée à Quévy.",,+32472245041,deltakappabrewery@gmail.com,,,,,50.344212,3.970746,,pendiente,no comprobado,,,321,fr,,,,,
brasserie-de-l-abbaye-des-rocs,Brasserie de l’Abbaye des Rocs,Quiévrain,Cerveza,Abbaye des Rocs Brune|La Montagnarde|Blanche des Honnelles,"Chaussée Brunehault 14, 7382 Audregnies","Brasserie d’Audregnies associée aux bières Abbaye des Rocs Brune, La Montagnarde et Blanche des Honnelles.",,,,,,,,50.381435,3.719066,,pendiente,no comprobado,,,129,fr,,,,,
brasserie-de-silly,Brasserie de Silly,Silly,Cerveza,Silly Saison|Silly Scotch|Green Killer,"Rue Ville Basse 2, 7830 Silly","Brasserie familiale de Silly qui produit notamment Silly Saison, Silly Scotch et Green Killer et exploite une boutique en ligne officielle.",,,,https://silly-beer.com/,,,,50.649370,3.924419,,,sí,ecommerce,,140,fr,,,,,
brasserie-hoppy,Brasserie Hoppy,Soignies,Cerveza,Hoppy Imperial|Hoppy Citra|Bière Bleue,"Rue Caulier 12A, 7063 Neufvilles","Microbrasserie de Neufvilles qui élabore des bières houblonnées et gourmandes, dont Hoppy Imperial, Hoppy Citra et Bière Bleue, vendues avec livraison locale.",,+32472125159,info@brasseriehoppy.be,https://brasseriehoppy.be/,,,,50.563763,4.002100,,,sí,ecommerce,,162,fr,,,,,
ferme-le-bailli,Ferme Le Bailli,Soignies,Lácteos y quesos,Fromages fermiers au lait de vache,"Chemin des Théodosiens 126, 7060 Soignies",Ferme laitière de Soignies qui dirige une partie de son lait vers sa fromagerie pour fabriquer des fromages fermiers au lait de vache.,,,,https://www.lebailli.be/,,,,50.558722,4.064278,,,no,,,354,fr,,,,,
